date,ticker,label,score,close,vix_high_stress,sector_above_sma200,fwd_10,fwd_30,fwd_60
1991-08-05,SP500,Strong Buy,0.9999999999999999,385.06,False,True,-0.022308211707266334,0.0011426790630031623,0.016672726328364453
1991-08-06,SP500,Strong Buy,1.0,390.62,False,True,-0.02864676667861348,-0.009420920587783542,0.005990476678101416
1991-08-07,SP500,Strong Buy,1.0,390.56,False,True,7.681278164679618e-05,-0.0076812781646866035,0.004839205243752525
1991-08-08,SP500,Strong Buy,0.9999999999999999,389.32,False,True,0.005162848042741167,-0.003596013562108233,0.005137162231583273
1991-08-09,SP500,Strong Buy,0.9999999999999999,387.12,False,True,0.018211407315561097,-0.003099814011159301,0.008162843562719489
1991-08-12,SP500,Strong Buy,0.9999999999999999,388.02,False,True,0.015024998711406735,-0.0007989278903149382,0.0017782588526364562
1991-08-13,SP500,Strong Buy,0.9999999999999999,389.62,False,True,0.00882911554848313,-0.007032493198501127,0.0008983111749910753
1991-08-14,SP500,Strong Buy,1.0,389.9,False,True,0.017286483713772786,-0.008745832264683171,0.009797383944601308
1991-08-15,SP500,Strong Buy,0.9999999999999999,389.33,False,True,0.018339198109572966,-0.0088100069349909,0.009143913903372467
1991-08-16,SP500,Strong Buy,0.9999999999999999,385.58,False,True,0.025545930805539765,0.005913169770216374,0.01955495616992588
1991-08-19,SP500,Strong Buy,1.0,376.47,False,True,0.04165006507822655,0.033814115334555105,0.05384227162854937
1991-08-20,SP500,Strong Buy,0.9999999999999999,379.43,False,True,0.027778509870068312,0.0232717497298579,0.047386869778351784
1991-08-21,SP500,Strong Buy,1.0,390.59,False,True,-0.0037123326250031712,-0.015668603906909925,0.016795104841393797
1991-08-22,SP500,Strong Buy,1.0,391.33,False,True,-0.005698515319551175,-0.02575831139958599,-0.022257429790713667
1991-08-23,SP500,Strong Buy,1.0,394.17,False,True,-0.014207068016338186,-0.03721744424994296,-0.022655199533196353
1991-08-26,SP500,Strong Buy,1.0,393.85,False,True,-0.02358766027675516,-0.03346451694807669,-0.03663831407896409
1991-08-27,SP500,Strong Buy,1.0,393.06,False,True,-0.020276802523787787,-0.04136773011753928,-0.03696636645804719
1991-08-28,SP500,Strong Buy,1.0,396.64,False,True,-0.0234469544171037,-0.0405657523194836,-0.04180112948769661
1991-08-29,SP500,Strong Buy,1.0,396.47,False,True,-0.032486695084117466,-0.0378843292052363,-0.0512775241506294
1991-08-30,SP500,Strong Buy,0.9999999999999999,395.43,False,True,-0.024403813570037767,-0.022658877677464984,-0.05080545229244122
1991-09-03,SP500,Strong Buy,0.9999999999999999,392.15,False,True,-0.016957796761443267,-0.00290705087339025,-0.03618513323983169
1991-09-04,SP500,Strong Buy,1.0,389.97,False,True,-0.007769828448342255,0.007256968484755196,-0.03441290355668389
1991-09-05,SP500,Strong Buy,1.0,389.14,False,True,-0.00406023539086186,0.007143958472529243,-0.035771187747340186
1991-09-06,SP500,Strong Buy,1.0,389.1,False,True,-0.0030326394243125336,0.008738113595476682,-0.0197892572603445
1991-09-09,SP500,Strong Buy,0.9999999999999999,388.57,False,True,-0.006819878014257347,0.0037316313662917587,-0.01958463082584866
1991-09-10,SP500,Strong Buy,1.0,384.56,False,True,0.00819117952985224,0.008503224464322815,-0.01167568129810695
1991-09-11,SP500,Strong Buy,1.0,385.09,False,True,0.004648264042172013,0.007400867329715191,-0.019995325768002257
1991-09-12,SP500,Strong Buy,1.0,387.34,False,True,-0.0021944544844321938,-0.005860484329013224,-0.021273299943202234
1991-09-13,SP500,Strong Buy,1.0,383.59,False,True,0.006022054798091719,0.0015902395787168947,-0.013895044187804647
1991-09-16,SP500,Strong Buy,0.9999999999999999,385.78,False,True,0.005391674011094512,0.009694644616102466,-0.0204261496189538
1991-09-17,SP500,Strong Buy,0.9999999999999999,385.5,False,True,0.00959792477302202,0.015512321660181629,-0.020233463035019484
1991-09-18,SP500,Strong Buy,0.9999999999999999,386.94,False,True,0.003411381609551851,0.015557967643562263,-0.013929808239003428
1991-09-19,SP500,Strong Buy,1.0,387.56,False,True,-0.007972959025699182,0.012617401176591976,-0.007972959025699182
1991-09-20,SP500,Strong Buy,1.0,387.92,False,True,-0.017194266859146257,0.008764693751288867,-0.008919364817488236
1991-09-23,SP500,Strong Buy,1.0,385.92,False,True,-0.016635572139303525,0.011297678275290103,-0.008240049751243799
1991-09-24,SP500,Strong Buy,1.0,387.71,False,True,-0.018157901524335107,0.0025792473756157956,-0.010910216398854715
1991-09-25,SP500,Strong Buy,1.0,386.88,False,True,-0.02605459057071956,0.007986972704714723,-0.011269644334160498
